"","X","ID","duration","gender","age","ager","plz","state","urban","edu","res","s5_5t","att_organic","att_glypho","att_pest","att_smallfarm","att_tech","att_fert","awareness","knowledge","imp_aesth","imp_food","imp_water","imp_recr","imp_flood","imp_drought","imp_climate","imp_soc_climate","imp_soc_food","imp_soc_water","imp_soc_flood","imp_soc_drought","imp_per_climate","imp_per_food","imp_per_water","imp_per_flood","imp_per_drought","exp_flood","exp_drought","resp_pol","resp_con","resp_ret","resp_prod","motive_1","motive_2","motive_3","motive_4","motive_5","motive_6","motive_7","motive_8","motive_9","motive_10","motive_11","motive_12","motive_13","motive_14","motive_15","motive_16","motive_17","motive_18","INS","ICS","member","donation","farmer","livestock","no_ag","empl","income","marital","hh_size","childr","sd7","sys_RespNum","sys_ElapsedTime","q1","q2","q3","q4","q5","q6","q7","q8","q9","BLOCK","sys_pagetime_Random1","sys_pagetime_Random2","sys_pagetime_Random3","sys_pagetime_Random4","sys_pagetime_Fixed1","sys_pagetime_Random5","sys_pagetime_Random6","sys_pagetime_Random7","sys_pagetime_Random8"
"1141",1141,1141,939,1,65,6,"45731","nw",1,"hauptschule","rented_flat"," ",4,5,5,4,3,5,4,2,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,0,0,3,3,4,5,4,3,4,5,3,5,3,3,4,5,3,3,2,3,4,5,4,5,7,4,0,0,0,0,1,"retired","3500_5000","married",2,1,NA,957,235,2,2,1,2,1,1,2,2,2,27,62,36,30,15,12,12,11,13,13
"1142",1142,1142,803,1,58,5,"66780","sl",0,"fachabitur","own_house"," ",5,5,5,5,4,4,5,4,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,5,3,5,3,1,2,1,3,5,0,4,5,5,1,5,5,4,1,5,1,5,5,4,3,1,1,0,0,1,"retired","2000_2500","single",1,NA,NA,1637,265,1,1,1,2,1,1,1,2,1,17,31,20,26,21,26,23,13,19,19
"1143",1143,1143,1613,0,52,5,"12049","be",1,"hauptschule","rented_flat"," ",5,5,5,5,0,5,5,3,5,5,5,5,3,5,3,3,5,5,3,5,3,5,5,3,5,0,0,5,3,5,3,1,3,5,1,1,3,1,5,3,5,3,5,1,3,4,1,5,5,7,1,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,286,175,1,3,3,3,3,3,3,3,3,16,62,53,9,3,3,3,3,24,6
"1144",1144,1144,627,1,57,5,"51427","nw",1,"fachabitur","rented_flat"," ",4,4,4,3,3,3,2,1,3,4,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,0,0,5,4,5,3,2,3,2,3,3,4,3,3,2,1,2,3,2,1,5,3,3,5,2,3,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,931,150,1,1,1,1,1,1,1,1,2,1,41,17,10,7,7,12,11,17,15
"1145",1145,1145,643,1,58,5,"47829","nw",1,"hauptschule","own_house"," ",4,3,3,4,3,3,3,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,4,3,5,4,5,3,5,3,3,3,1,2,5,3,3,4,3,3,5,6,6,0,0,1,0,0,"parttime","2000_2500","divorced_widowed",2,1,NA,394,198,1,1,1,1,2,2,2,1,1,4,19,36,12,11,15,12,33,15,13
"1146",1146,1146,776,1,52,5,"38350","ni",0,"realschule","rented_flat"," ",5,5,5,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,4,5,2,1,4,2,4,3,4,5,5,1,5,3,4,2,5,3,4,5,7,2,0,1,0,0,1,"retired","1000_1500","divorced_widowed",1,NA,NA,1157,215,1,1,1,2,1,1,1,2,1,17,37,26,33,20,18,14,16,19,11
"1147",1147,1147,419,0,46,4,"47179","nw",1,"realschule","rented_flat"," ",3,5,4,5,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,0,0,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,1,1,0,0,0,0,1,"fulltime","1000_1500","single",1,NA,NA,260,53,3,3,3,3,3,3,3,3,3,20,18,4,3,3,3,3,3,4,3
"1149",1149,1149,274,1,39,3,"39218","st",1,"realschule","rented_flat"," ",4,3,4,5,5,4,4,3,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,2,2,3,4,3,4,5,4,4,3,5,5,3,3,4,4,4,4,4,4,5,3,4,4,2,5,0,0,0,0,1,"fulltime","1500_2000","married",3,2,NA,976,40,2,1,2,3,2,1,1,3,3,16,4,2,4,3,4,4,3,4,4
"1150",1150,1150,987,1,38,3,"55481","rp",1,"realschule","own_house"," ",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,5,5,5,5,1,2,5,3,5,4,4,5,2,1,5,5,5,1,5,3,5,5,1,1,1,1,0,1,0,"parttime","1000_1500","partnership",3,2,NA,899,277,3,1,3,2,1,2,1,2,3,29,69,21,19,13,15,13,15,25,9
"1151",1151,1151,268,0,26,2,"46238","nw",1,"realschule","rented_house"," ",3,4,3,3,4,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,2,3,3,3,4,0,0,4,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,4,3,5,2,1,0,0,0,1,"fulltime","5000_above","married",2,1,NA,526,82,2,2,3,2,1,1,1,1,1,16,5,31,5,2,18,3,3,3,5
"1152",1152,1152,784,1,32,3,"24616","sh",1,"realschule","own_house"," ",3,3,3,5,4,2,1,2,5,5,5,5,3,3,3,3,5,5,3,3,3,5,5,3,3,0,3,3,4,4,3,3,2,4,5,1,4,2,3,3,2,2,1,1,3,2,5,1,5,4,3,0,0,1,1,0,"fulltime","3500_5000","partnership",3,2,NA,427,142,3,3,3,3,3,3,3,3,3,7,37,16,9,6,10,10,8,8,9
"1153",1153,1153,593,1,63,6,"64668","he",1,"university","own_house"," ",5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,1,1,2,1,1,5,5,5,2,5,5,5,1,5,1,5,5,6,3,0,0,0,0,1,"fulltime","3500_5000","divorced_widowed",1,NA,NA,1365,188,2,1,1,1,2,2,2,2,2,15,46,13,12,16,16,9,14,15,21
"1154",1154,1154,2312,0,68,6,"56567","rp",1,"polyt_oberschule","own_flat"," ",5,4,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,1,"retired","1500_2000","divorced_widowed",1,NA,NA,1060,376,2,1,1,2,1,1,2,1,1,10,42,72,48,27,59,24,22,24,18
"1155",1155,1155,1162,0,58,5,"97520","ba",0,"realschule","own_house"," ",1,5,5,1,3,5,4,2,3,5,5,3,5,5,5,5,5,5,5,5,3,5,5,2,5,2,0,5,3,3,4,2,2,3,3,3,3,3,2,5,2,4,5,5,2,5,2,5,5,2,2,0,0,0,0,1,"fulltime","2500_3500","partnership",2,1,NA,265,473,2,1,2,2,1,1,2,2,2,25,46,80,51,16,44,47,15,70,37
"1156",1156,1156,448,0,34,3,"26452","ni",1,"hauptschule","rented_house"," ",5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,5,4,3,3,4,2,2,4,5,4,5,5,5,4,5,4,4,5,5,3,7,0,0,0,1,0,"fulltime","1000_1500","married",2,1,NA,1450,97,1,2,2,1,2,2,1,2,2,10,35,12,11,6,4,3,5,11,3
"1157",1157,1157,559,0,35,3,"26382","ni",1,"realschule","rented_flat"," ",3,3,3,4,4,3,3,3,4,4,5,3,4,4,4,4,5,5,4,4,4,5,5,4,4,0,0,5,3,3,4,3,4,3,3,4,3,3,4,2,3,3,3,4,3,3,4,4,2,4,3,0,0,0,0,1,"fulltime","3500_5000","single",2,1,NA,432,161,1,2,1,1,1,1,2,2,2,12,33,28,16,9,8,11,22,15,8
"1158",1158,1158,181,0,21,2,"48231","nw",0,"realschule","rented_flat"," ",3,3,2,4,3,3,3,3,3,2,3,4,4,3,3,2,3,4,3,3,3,2,3,4,4,2,3,3,3,4,4,4,3,3,3,3,3,3,2,1,4,2,4,3,3,2,4,2,4,2,6,1,1,1,0,0,"fulltime","2500_3500","single",3,1,NA,375,44,2,1,3,2,1,2,1,2,2,15,8,4,4,3,5,3,4,4,3
"1159",1159,1159,743,0,60,6,"48493","nw",1,"fachabitur","own_house"," ",4,3,5,5,5,5,5,2,5,4,5,4,4,4,5,5,4,5,5,5,5,4,5,5,5,1,2,5,4,4,5,3,4,2,3,5,3,3,3,3,3,3,3,5,5,5,5,5,5,7,7,0,0,0,0,1,"fulltime","2500_3500","married",4,1,NA,1022,110,2,1,2,3,3,3,3,3,3,2,27,11,8,12,9,8,7,6,6
"1160",1160,1160,367,0,49,4,"67346","rp",1,"realschule","own_house"," ",5,5,4,5,2,5,1,1,2,5,5,5,5,4,5,5,4,2,3,4,5,3,3,5,3,1,0,5,3,2,3,3,5,4,2,4,3,5,4,4,5,4,4,5,3,5,3,3,5,5,2,0,0,0,0,1,"fulltime","2500_3500","married",4,1,NA,1298,97,1,2,2,1,2,2,2,3,2,8,17,8,4,7,5,8,6,8,5
"1161",1161,1161,228,0,46,4,"73114","bw",0,"university","own_house"," ",2,4,3,2,2,2,2,3,4,4,3,3,4,3,3,3,2,2,2,2,3,2,2,2,3,0,0,3,3,4,3,4,2,2,4,2,4,3,3,4,3,4,3,3,3,2,3,3,2,5,4,0,0,0,0,1,"fulltime","2500_3500","married",3,2,NA,1611,52,3,1,2,2,2,2,2,2,3,21,8,4,6,3,5,3,5,4,6
"1162",1162,1162,2644,1,34,3,"70182","bw",1,"university","own_house"," ",5,5,5,5,5,5,3,1,3,1,5,2,5,5,4,4,1,4,4,5,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,"parttime","3500_5000","married",2,1,NA,1458,1947,3,3,3,3,3,3,3,3,3,18,69,47,110,26,638,40,20,279,26
"1163",1163,1163,477,1,62,6,"60488","he",1,"abitur","rented_flat"," ",3,5,5,5,5,5,3,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,5,5,3,3,3,5,4,4,3,5,3,3,4,3,3,2,3,3,5,5,5,3,0,0,0,0,1,"retired","1500_2000","married",2,1,NA,117,146,2,2,1,2,1,1,2,2,2,27,32,12,17,15,6,11,13,14,10
"1164",1164,1164,747,0,28,2,"79350","bw",0,"university","own_house"," ",4,4,2,2,5,2,4,3,3,4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,0,0,3,3,4,4,3,3,3,3,4,5,4,3,4,4,4,4,5,5,3,3,2,4,5,2,0,0,0,0,1,"fulltime","2500_3500","married",3,2,NA,1642,123,3,1,2,2,1,2,1,2,1,22,72,5,2,4,6,8,5,4,3
"1165",1165,1165,4727,0,63,6,"26446","ni",1,"realschule","rented_house"," ",5,5,4,5,3,5,4,3,2,4,5,3,3,5,5,4,4,5,3,5,4,4,5,2,5,0,0,4,5,3,4,3,3,3,3,3,2,3,3,3,3,4,4,2,3,4,2,4,5,6,3,0,0,0,0,1,"retired","2000_2500","partnership",2,1,NA,406,4193,2,2,2,1,1,1,1,1,1,16,41,21,14,15,18,4007,27,15,13
"1166",1166,1166,942,1,21,2,"01159","sn",1,"fachabitur","rented_flat"," ",5,5,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,4,4,2,1,1,1,1,1,1,5,5,5,2,4,5,5,1,5,3,5,5,7,2,0,1,0,0,1,"fulltime","1500_2000","partnership",2,1,NA,486,282,2,2,1,1,1,1,1,1,2,6,52,59,17,19,16,22,12,16,13
"1167",1167,1167,496,1,51,5,"26125","ni",1,"abitur","own_house"," ",5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,5,3,1,1,1,5,4,4,2,4,4,5,1,5,2,5,5,5,4,1,1,0,0,1,"fulltime","5000_above","partnership",3,2,NA,1263,146,1,1,1,1,1,1,1,2,1,3,27,16,11,4,18,8,12,24,16
"1168",1168,1168,686,1,50,5,"63791","ba",1,"realschule","own_house"," ",3,4,4,4,3,4,2,2,4,5,5,4,4,4,5,5,5,5,5,5,4,5,5,4,5,0,0,3,5,5,5,2,3,3,3,3,3,4,4,4,2,3,3,3,2,4,4,3,5,5,4,0,0,0,0,1,"fulltime","1000_1500","divorced_widowed",2,1,NA,222,201,1,2,1,1,1,1,2,1,2,12,40,28,24,13,12,20,10,24,9
"1169",1169,1169,504,0,44,4,"38329","ni",1,"realschule","own_house"," ",3,5,4,5,3,4,3,3,4,4,5,4,3,4,4,4,4,5,3,4,4,4,5,3,4,0,3,4,5,5,3,2,3,1,3,4,2,3,3,4,3,4,4,3,3,4,3,4,3,6,5,0,1,0,0,1,"fulltime","3500_5000","married",4,3,NA,1125,136,1,2,1,1,1,2,1,1,1,15,39,14,15,11,9,6,8,12,6
"1170",1170,1170,367,0,57,5,"46569","nw",1,"fachabitur","own_house"," ",5,4,5,5,5,4,5,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,2,5,4,4,4,2,5,3,5,4,3,5,3,4,4,4,3,4,4,3,4,3,4,7,3,0,0,0,0,1,"fulltime","2500_3500","married",3,1,NA,1144,147,2,2,2,2,1,3,1,2,2,4,31,7,7,5,6,4,9,18,4
"1171",1171,1171,900,1,59,5,"12359","be",1,"realschule","rented_flat"," ",5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,0,5,5,5,5,1,2,5,5,4,4,5,5,5,3,4,4,4,3,5,3,5,5,7,5,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,1111,209,2,2,2,2,1,2,2,1,2,1,51,19,28,19,11,28,13,18,8
"1172",1172,1172,474,0,49,4,"57612","rp",1,"hauptschule","own_house"," ",4,5,5,4,4,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,0,0,5,4,4,5,1,2,2,3,3,0,3,3,3,3,4,4,4,1,5,2,5,5,6,4,0,0,0,0,1,"retired","1000_1500","single",1,NA,NA,493,114,2,2,2,2,1,1,2,1,2,13,18,6,12,15,11,10,9,11,6
"1173",1173,1173,1147,1,19,2,"45899","nw",1,"fachabitur","rented_flat"," ",1,2,1,0,2,0,5,2,5,5,5,5,3,3,4,4,5,5,0,2,4,5,5,4,2,3,0,3,3,3,3,1,3,3,3,3,4,3,3,4,4,2,4,3,3,2,2,3,3,5,4,0,0,0,0,1,"student","below_1000","single",1,NA,NA,1542,609,1,1,2,1,2,2,2,1,1,12,32,71,62,20,9,18,17,22,16
"1174",1174,1174,956,1,55,5,"32825","nw",0,"polyt_oberschule","own_house"," ",3,5,4,3,3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,0,0,3,3,3,3,2,3,3,3,4,2,2,3,3,3,3,3,2,2,4,2,3,4,4,3,0,0,0,0,1,"fulltime","1500_2000","married",2,1,NA,1156,226,2,2,2,2,1,1,1,3,1,16,63,33,20,28,24,10,8,18,6
"1175",1175,1175,320,0,53,5,"39291","st",0,"university","own_house"," ",5,5,5,5,5,5,4,3,3,4,5,3,4,3,5,5,5,5,4,4,5,4,5,4,4,0,0,5,5,4,5,5,4,4,5,5,4,4,3,4,5,5,4,4,5,5,4,3,4,7,7,0,0,0,0,1,"fulltime","5000_above","married",3,2,NA,1565,76,3,2,2,1,2,2,1,2,1,5,19,11,5,8,3,4,5,5,4
"1176",1176,1176,728,1,62,6,"47058","nw",1,"abitur","rented_flat"," ",4,5,5,4,0,4,2,2,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,0,0,5,4,4,4,2,3,3,1,3,1,4,4,4,3,4,3,3,3,4,2,5,3,3,2,0,0,0,0,1,"fulltime","2000_2500","married",2,1,NA,1391,231,1,1,1,1,1,1,1,1,1,11,44,17,9,17,7,20,8,14,40
"1177",1177,1177,1111,0,33,3,"58099","nw",1,"abitur","rented_flat"," ",5,5,5,5,4,5,2,1,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,4,4,1,3,3,3,4,3,3,5,4,1,5,5,4,4,4,4,5,5,7,5,0,1,0,0,1,"fulltime","2000_2500","single",1,NA,NA,1314,285,1,1,2,1,1,2,2,1,1,24,46,26,24,20,18,34,15,18,19
"1178",1178,1178,997,0,67,6,"24143","sh",1,"university","rented_house"," ",4,5,5,5,4,5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,1,0,5,5,4,5,4,1,2,3,2,3,2,2,3,3,4,3,3,2,4,4,5,4,7,7,0,0,0,0,1,"retired","3500_5000","married",2,1,NA,781,227,2,2,2,2,2,2,1,2,1,1,40,35,17,13,29,17,23,10,24
"1179",1179,1179,679,0,70,6,"35435","he",1,"university","own_house"," ",4,5,5,4,4,4,4,3,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,1,0,4,3,4,3,2,3,3,0,3,2,3,4,4,3,3,4,4,3,4,3,3,4,4,5,0,1,0,0,1,"retired","3500_5000","married",2,1,NA,1392,218,1,2,1,1,1,1,2,2,2,12,44,21,18,11,10,8,10,21,11
"1180",1180,1180,878,0,61,6,"15745","bb",1,"polyt_oberschule","own_house"," ",5,0,5,5,5,5,3,3,5,3,5,5,5,5,3,3,5,5,5,5,3,5,5,5,5,0,0,5,5,4,5,3,3,3,3,3,3,3,5,4,3,4,4,2,3,5,5,3,5,7,7,0,0,0,0,1,"fulltime","5000_above","married",2,1,NA,806,251,1,2,2,1,1,2,2,2,2,26,56,38,32,17,12,19,24,19,13
"1181",1181,1181,1277,1,54,5,"08228","sn",1,"polyt_oberschule","own_house"," ",3,4,3,5,3,3,4,3,5,5,5,4,5,5,3,3,5,5,5,5,3,5,5,5,4,0,0,5,3,3,5,2,5,5,5,3,2,2,3,3,3,4,3,2,3,3,3,2,4,5,3,0,0,0,0,1,"retired","1000_1500","partnership",2,1,NA,407,210,3,3,3,2,3,3,3,3,3,17,66,11,16,14,10,11,21,7,12
"1182",1182,1182,623,0,68,6,"41747","nw",1,"hauptschule","rented_flat"," ",3,5,5,4,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,0,3,5,3,4,5,4,3,3,5,2,4,2,2,3,3,2,2,1,2,4,3,4,4,5,3,0,0,0,0,1,"retired","1500_2000","married",2,1,NA,477,196,2,3,1,3,1,3,3,3,3,27,37,21,19,14,21,19,21,13,14
"1183",1183,1183,406,1,52,5,"45134","nw",1,"abitur","rented_flat"," ",0,5,5,5,0,4,2,2,3,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5,0,0,5,4,4,5,3,3,3,4,2,3,2,2,2,4,3,2,1,2,5,3,3,5,4,5,0,0,0,0,1,"fulltime","2000_2500","divorced_widowed",2,1,NA,1325,75,3,3,3,3,3,3,3,3,3,5,16,5,6,6,5,4,4,4,4
"1184",1184,1184,193,0,35,3,"07552","th",1,"realschule","rented_flat"," ",2,3,3,4,3,2,3,3,3,3,3,4,2,3,5,3,3,3,3,2,4,3,3,2,3,0,1,4,4,5,3,4,4,3,4,5,5,3,4,3,4,5,3,3,2,3,3,4,4,2,2,0,0,0,1,0,"unemployed","below_1000","single",1,NA,NA,1401,49,2,3,2,2,2,3,1,2,2,21,12,5,3,4,5,3,3,3,3
"1185",1185,1185,545,0,44,4,"26389","ni",1,"realschule","rented_house"," ",5,4,5,5,4,5,2,2,3,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,0,0,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,4,4,3,4,3,4,4,4,3,0,0,0,0,1,"parttime","2000_2500","single",4,2,NA,534,122,2,2,1,2,2,1,1,1,2,24,30,9,5,6,13,4,4,12,12
"1186",1186,1186,465,0,48,4,"99817","th",1,"fachabitur","own_flat"," ",3,5,5,3,4,4,3,3,4,4,5,4,3,3,4,4,4,5,3,3,4,4,5,2,2,0,0,4,4,4,4,3,2,4,3,4,3,2,4,4,4,3,3,2,2,4,2,4,5,6,4,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,166,125,2,2,2,1,1,1,2,2,1,16,31,18,9,12,7,8,6,9,11
"1187",1187,1187,5681,0,46,4,"61194","he",1,"realschule","own_house"," ",0,0,5,5,0,4,4,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,3,3,3,0,0,0,3,0,0,2,0,0,3,0,0,0,0,5,2,0,0,3,1,0,0,0,0,1,"unemployed","2000_2500","married",4,3,NA,441,2587,2,1,2,2,1,3,2,2,3,21,29,145,1959,65,17,32,240,15,40
"1188",1188,1188,441,0,40,4,"30629","ni",1,"university","own_house"," ",5,4,5,5,5,3,4,2,5,5,4,4,5,4,5,4,4,4,3,5,3,5,4,4,5,2,2,5,4,3,4,3,3,4,4,3,5,3,2,4,2,4,4,3,2,4,3,4,5,2,4,1,1,1,0,0,"housewife_man","2500_3500","married",3,2,NA,1010,71,1,1,2,2,1,1,1,3,2,20,15,9,5,6,4,4,9,6,6
"1189",1189,1189,254,0,45,4,"48161","nw",1,"abitur","own_house"," ",5,3,4,5,5,4,5,4,4,4,5,5,5,4,4,5,4,5,4,5,5,5,5,4,4,2,2,5,4,5,4,2,5,2,2,5,2,5,4,4,4,4,5,4,5,4,5,4,5,7,5,0,1,0,0,1,"fulltime","3500_5000","married",4,3,NA,1429,61,2,2,2,1,2,2,1,1,1,19,7,9,4,5,4,8,6,5,3
"1190",1190,1190,2243,1,46,4,"63128","he",1,"realschule","rented_flat"," ",5,5,5,5,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,5,4,3,2,4,4,5,5,3,3,3,5,5,3,5,5,4,3,5,3,5,5,6,4,0,0,0,0,1,"parttime","1000_1500","married",4,1,NA,837,264,1,2,1,2,1,1,1,1,1,27,171,61,39,149,37,57,23,28,5
"1191",1191,1191,866,1,33,3,"31303","ni",0,"realschule","rented_flat"," ",4,5,5,4,3,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,5,5,5,5,1,1,3,1,1,1,3,4,5,1,4,4,5,0,5,1,5,5,7,5,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,469,244,2,1,2,1,1,1,2,1,1,19,60,26,14,22,13,17,19,17,12
"1192",1192,1192,1027,1,29,2,"33689","nw",1,"hauptschule","rented_flat"," ",4,2,4,5,3,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,4,5,3,4,3,3,3,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,0,0,0,0,1,"housewife_man","2000_2500","married",5,4,NA,145,113,2,2,2,2,1,2,2,2,1,25,23,16,8,6,9,8,6,10,13
"1193",1193,1193,716,1,34,3,"41516","nw",1,"fachabitur","rented_house"," ",3,4,5,5,5,3,2,2,3,5,5,3,4,3,3,3,5,5,3,3,3,5,5,3,3,1,0,2,2,5,5,3,3,4,3,5,3,3,3,3,3,3,4,3,5,3,3,4,5,4,3,0,0,0,0,1,"parttime","3500_5000","married",4,3,NA,1417,140,1,1,2,2,1,1,2,2,1,7,24,14,14,10,6,8,9,17,7
"1194",1194,1194,204,0,28,2,"81379","ba",1,"polyt_oberschule","rented_flat"," ",4,4,5,4,4,5,3,3,5,4,4,4,4,4,5,3,4,3,4,3,4,4,3,5,4,2,2,5,4,5,4,4,4,4,3,4,5,5,4,3,5,4,3,4,4,5,4,3,5,2,2,0,0,0,1,0,"parttime","1500_2000","single",1,NA,NA,371,40,2,3,3,3,3,3,3,3,3,11,4,3,3,2,3,6,2,3,2
"1195",1195,1195,567,0,67,6,"01734","sn",1,"polyt_oberschule","own_house"," ",5,5,5,5,5,4,4,3,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,0,0,4,3,4,3,2,3,4,3,4,3,3,3,4,3,3,3,2,3,4,3,4,4,5,4,0,0,0,0,1,"retired","below_1000","single",2,1,NA,1510,145,1,2,2,1,1,1,2,2,2,10,32,20,10,12,7,8,4,11,16
"1196",1196,1196,1247,1,64,6,"72631","bw",1,"realschule","own_house"," ",3,4,4,4,0,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,0,0,3,5,4,4,1,1,3,1,0,1,4,5,5,1,3,5,5,1,5,2,4,5,5,7,0,0,0,0,1,"housewife_man","5000_above","divorced_widowed",1,NA,NA,692,391,1,2,2,2,1,2,1,1,1,2,29,43,32,18,73,20,45,26,30
"1197",1197,1197,556,2,19,2,"40235","nw",1,"realschule","rented_flat"," ",4,5,4,4,4,5,3,3,3,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,1,0,5,4,5,5,1,2,2,3,3,3,4,4,5,4,5,5,3,3,5,2,5,5,7,2,0,0,0,0,1,"parttime","3500_5000","single",3,1,NA,507,150,1,1,1,1,2,1,2,2,1,27,48,19,10,14,10,15,10,9,7
"1198",1198,1198,623,1,59,5,"09322","sn",0,"realschule","rented_flat"," ",5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,3,5,3,3,3,3,4,5,4,5,5,4,3,5,4,5,4,4,6,6,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,183,202,1,1,1,1,1,1,1,1,1,3,48,22,18,16,15,15,11,29,10
"1199",1199,1199,1286,1,40,4,"76767","rp",1,"realschule","rented_flat"," ",5,0,5,5,3,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,5,4,1,2,2,1,1,3,4,4,5,1,3,4,4,4,4,2,4,5,7,7,0,0,1,1,0,"fulltime","1000_1500","single",2,2,NA,239,281,2,2,1,1,1,2,1,2,2,29,49,35,23,27,17,17,15,35,15
"1200",1200,1200,1663,1,53,5,"96231","ba",0,"hauptschule","rented_flat"," ",5,5,5,5,0,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0,3,5,5,5,3,0,3,4,1,2,5,4,5,5,3,3,3,4,1,5,0,5,5,7,7,0,0,0,0,1,"fulltime","below_1000","divorced_widowed",1,NA,NA,1640,292,2,2,1,2,1,1,1,2,2,20,30,10,41,37,24,22,19,33,7
"1201",1201,1201,1409,1,18,2,"06618","st",0,"realschule","rented_flat"," ",3,4,3,3,4,4,2,2,5,4,5,3,4,4,4,4,4,5,5,4,4,3,5,5,4,0,0,2,5,3,5,2,4,5,3,3,0,4,4,4,2,4,5,4,3,5,3,5,5,3,1,0,0,0,0,1,"student","1500_2000","single",3,1,NA,272,151,1,2,2,2,1,2,1,2,1,2,36,26,10,12,10,14,10,8,7
"1202",1202,1202,737,0,66,6,"38179","ni",1,"realschule","own_house"," ",4,5,4,5,0,4,1,1,3,5,5,3,5,5,5,4,4,5,5,4,4,5,5,3,5,0,0,4,2,5,1,1,2,3,4,3,1,3,5,3,3,3,4,3,3,5,2,4,5,4,3,0,0,0,0,1,"retired","1500_2000","married",2,1,NA,559,242,2,1,1,3,1,1,2,1,2,19,33,35,18,37,14,29,12,31,20
"1203",1203,1203,814,1,67,6,"88339","bw",0,"hauptschule","own_house"," ",4,5,5,5,2,4,3,3,3,5,5,4,4,4,4,4,5,5,4,4,4,5,5,4,4,0,0,4,3,5,4,3,3,3,2,4,3,3,4,3,2,2,3,4,2,4,3,4,4,3,2,0,0,0,0,1,"retired","3500_5000","married",2,1,NA,1118,235,2,1,1,2,1,1,2,2,2,8,47,16,10,26,13,24,34,22,12
